"","scenario","stk_pos","stk_pos2","stock","fhist","catch_rule","TAC","options","uncertainty","perfect_knowledge","HCRmult","w","b_w","b_z","upper_constraint","lower_constraint"
"202",202,22,7,"lem-nsea","roller-coaster","3.2.2",2,"","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"203",203,23,8,"meg-4a6a","roller-coaster","3.2.2",2,"","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"204",204,24,9,"san-ns4","roller-coaster","3.2.2",2,"","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"205",205,25,10,"ple-celt","roller-coaster","3.2.2",2,"","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"206",206,26,11,"whg-7e-k","roller-coaster","3.2.2",2,"","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"207",207,27,12,"had-iris","roller-coaster","3.2.2",2,"","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"208",208,28,13,"ang-78ab","roller-coaster","3.2.2",2,"","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"209",209,29,14,"ang-ivvi","roller-coaster","3.2.2",2,"","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"210",210,30,15,"nep-2829","roller-coaster","3.2.2",2,"","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"211",211,1,1,"her-nis","one-way","3.2.1",2,"option_f:a perfect_knowledge:TRUE","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"212",212,1,1,"her-nis","one-way","3.2.1",2,"option_f:b perfect_knowledge:TRUE","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"213",213,1,1,"her-nis","one-way","3.2.1",2,"option_f:c perfect_knowledge:TRUE","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"214",214,2,2,"pol-nsea","one-way","3.2.1",2,"option_f:a perfect_knowledge:TRUE","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"215",215,2,2,"pol-nsea","one-way","3.2.1",2,"option_f:b perfect_knowledge:TRUE","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"216",216,2,2,"pol-nsea","one-way","3.2.1",2,"option_f:c perfect_knowledge:TRUE","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"217",217,3,3,"lin-comb","one-way","3.2.1",2,"option_f:a perfect_knowledge:TRUE","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"218",218,3,3,"lin-comb","one-way","3.2.1",2,"option_f:b perfect_knowledge:TRUE","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"219",219,3,3,"lin-comb","one-way","3.2.1",2,"option_f:c perfect_knowledge:TRUE","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"220",220,4,4,"smn-con","one-way","3.2.1",2,"option_f:a perfect_knowledge:TRUE","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"221",221,4,4,"smn-con","one-way","3.2.1",2,"option_f:b perfect_knowledge:TRUE","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"222",222,4,4,"smn-con","one-way","3.2.1",2,"option_f:c perfect_knowledge:TRUE","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"223",223,5,5,"mut-comb","one-way","3.2.1",2,"option_f:a perfect_knowledge:TRUE","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"224",224,5,5,"mut-comb","one-way","3.2.1",2,"option_f:b perfect_knowledge:TRUE","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"225",225,5,5,"mut-comb","one-way","3.2.1",2,"option_f:c perfect_knowledge:TRUE","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"226",226,6,6,"tur-nsea","one-way","3.2.1",2,"option_f:a perfect_knowledge:TRUE","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"227",227,6,6,"tur-nsea","one-way","3.2.1",2,"option_f:b perfect_knowledge:TRUE","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"228",228,6,6,"tur-nsea","one-way","3.2.1",2,"option_f:c perfect_knowledge:TRUE","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"229",229,7,7,"lem-nsea","one-way","3.2.1",2,"option_f:a perfect_knowledge:TRUE","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"230",230,7,7,"lem-nsea","one-way","3.2.1",2,"option_f:b perfect_knowledge:TRUE","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"231",231,7,7,"lem-nsea","one-way","3.2.1",2,"option_f:c perfect_knowledge:TRUE","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"232",232,8,8,"meg-4a6a","one-way","3.2.1",2,"option_f:a perfect_knowledge:TRUE","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"233",233,8,8,"meg-4a6a","one-way","3.2.1",2,"option_f:b perfect_knowledge:TRUE","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"234",234,8,8,"meg-4a6a","one-way","3.2.1",2,"option_f:c perfect_knowledge:TRUE","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"235",235,9,9,"san-ns4","one-way","3.2.1",2,"option_f:a perfect_knowledge:TRUE","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"236",236,9,9,"san-ns4","one-way","3.2.1",2,"option_f:b perfect_knowledge:TRUE","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"237",237,9,9,"san-ns4","one-way","3.2.1",2,"option_f:c perfect_knowledge:TRUE","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"238",238,10,10,"ple-celt","one-way","3.2.1",2,"option_f:a perfect_knowledge:TRUE","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"239",239,10,10,"ple-celt","one-way","3.2.1",2,"option_f:b perfect_knowledge:TRUE","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"240",240,10,10,"ple-celt","one-way","3.2.1",2,"option_f:c perfect_knowledge:TRUE","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"241",241,11,11,"whg-7e-k","one-way","3.2.1",2,"option_f:a perfect_knowledge:TRUE","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"242",242,11,11,"whg-7e-k","one-way","3.2.1",2,"option_f:b perfect_knowledge:TRUE","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"243",243,11,11,"whg-7e-k","one-way","3.2.1",2,"option_f:c perfect_knowledge:TRUE","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"244",244,12,12,"had-iris","one-way","3.2.1",2,"option_f:a perfect_knowledge:TRUE","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"245",245,12,12,"had-iris","one-way","3.2.1",2,"option_f:b perfect_knowledge:TRUE","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"246",246,12,12,"had-iris","one-way","3.2.1",2,"option_f:c perfect_knowledge:TRUE","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"247",247,13,13,"ang-78ab","one-way","3.2.1",2,"option_f:a perfect_knowledge:TRUE","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"248",248,13,13,"ang-78ab","one-way","3.2.1",2,"option_f:b perfect_knowledge:TRUE","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"249",249,13,13,"ang-78ab","one-way","3.2.1",2,"option_f:c perfect_knowledge:TRUE","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"250",250,14,14,"ang-ivvi","one-way","3.2.1",2,"option_f:a perfect_knowledge:TRUE","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"251",251,14,14,"ang-ivvi","one-way","3.2.1",2,"option_f:b perfect_knowledge:TRUE","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"252",252,14,14,"ang-ivvi","one-way","3.2.1",2,"option_f:c perfect_knowledge:TRUE","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"253",253,15,15,"nep-2829","one-way","3.2.1",2,"option_f:a perfect_knowledge:TRUE","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"254",254,15,15,"nep-2829","one-way","3.2.1",2,"option_f:b perfect_knowledge:TRUE","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"255",255,15,15,"nep-2829","one-way","3.2.1",2,"option_f:c perfect_knowledge:TRUE","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"256",256,16,1,"her-nis","roller-coaster","3.2.1",2,"option_f:a perfect_knowledge:TRUE","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"257",257,16,1,"her-nis","roller-coaster","3.2.1",2,"option_f:b perfect_knowledge:TRUE","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"258",258,16,1,"her-nis","roller-coaster","3.2.1",2,"option_f:c perfect_knowledge:TRUE","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"259",259,17,2,"pol-nsea","roller-coaster","3.2.1",2,"option_f:a perfect_knowledge:TRUE","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"260",260,17,2,"pol-nsea","roller-coaster","3.2.1",2,"option_f:b perfect_knowledge:TRUE","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"261",261,17,2,"pol-nsea","roller-coaster","3.2.1",2,"option_f:c perfect_knowledge:TRUE","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"262",262,18,3,"lin-comb","roller-coaster","3.2.1",2,"option_f:a perfect_knowledge:TRUE","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"263",263,18,3,"lin-comb","roller-coaster","3.2.1",2,"option_f:b perfect_knowledge:TRUE","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"264",264,18,3,"lin-comb","roller-coaster","3.2.1",2,"option_f:c perfect_knowledge:TRUE","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"265",265,19,4,"smn-con","roller-coaster","3.2.1",2,"option_f:a perfect_knowledge:TRUE","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"266",266,19,4,"smn-con","roller-coaster","3.2.1",2,"option_f:b perfect_knowledge:TRUE","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"267",267,19,4,"smn-con","roller-coaster","3.2.1",2,"option_f:c perfect_knowledge:TRUE","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"268",268,20,5,"mut-comb","roller-coaster","3.2.1",2,"option_f:a perfect_knowledge:TRUE","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"269",269,20,5,"mut-comb","roller-coaster","3.2.1",2,"option_f:b perfect_knowledge:TRUE","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"270",270,20,5,"mut-comb","roller-coaster","3.2.1",2,"option_f:c perfect_knowledge:TRUE","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"271",271,21,6,"tur-nsea","roller-coaster","3.2.1",2,"option_f:a perfect_knowledge:TRUE","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"272",272,21,6,"tur-nsea","roller-coaster","3.2.1",2,"option_f:b perfect_knowledge:TRUE","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"273",273,21,6,"tur-nsea","roller-coaster","3.2.1",2,"option_f:c perfect_knowledge:TRUE","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"274",274,22,7,"lem-nsea","roller-coaster","3.2.1",2,"option_f:a perfect_knowledge:TRUE","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"275",275,22,7,"lem-nsea","roller-coaster","3.2.1",2,"option_f:b perfect_knowledge:TRUE","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"276",276,22,7,"lem-nsea","roller-coaster","3.2.1",2,"option_f:c perfect_knowledge:TRUE","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"277",277,23,8,"meg-4a6a","roller-coaster","3.2.1",2,"option_f:a perfect_knowledge:TRUE","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"278",278,23,8,"meg-4a6a","roller-coaster","3.2.1",2,"option_f:b perfect_knowledge:TRUE","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"279",279,23,8,"meg-4a6a","roller-coaster","3.2.1",2,"option_f:c perfect_knowledge:TRUE","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"280",280,24,9,"san-ns4","roller-coaster","3.2.1",2,"option_f:a perfect_knowledge:TRUE","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"281",281,24,9,"san-ns4","roller-coaster","3.2.1",2,"option_f:b perfect_knowledge:TRUE","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"282",282,24,9,"san-ns4","roller-coaster","3.2.1",2,"option_f:c perfect_knowledge:TRUE","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"283",283,25,10,"ple-celt","roller-coaster","3.2.1",2,"option_f:a perfect_knowledge:TRUE","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"284",284,25,10,"ple-celt","roller-coaster","3.2.1",2,"option_f:b perfect_knowledge:TRUE","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"285",285,25,10,"ple-celt","roller-coaster","3.2.1",2,"option_f:c perfect_knowledge:TRUE","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"286",286,26,11,"whg-7e-k","roller-coaster","3.2.1",2,"option_f:a perfect_knowledge:TRUE","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"287",287,26,11,"whg-7e-k","roller-coaster","3.2.1",2,"option_f:b perfect_knowledge:TRUE","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"288",288,26,11,"whg-7e-k","roller-coaster","3.2.1",2,"option_f:c perfect_knowledge:TRUE","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"289",289,27,12,"had-iris","roller-coaster","3.2.1",2,"option_f:a perfect_knowledge:TRUE","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"290",290,27,12,"had-iris","roller-coaster","3.2.1",2,"option_f:b perfect_knowledge:TRUE","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"291",291,27,12,"had-iris","roller-coaster","3.2.1",2,"option_f:c perfect_knowledge:TRUE","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"292",292,28,13,"ang-78ab","roller-coaster","3.2.1",2,"option_f:a perfect_knowledge:TRUE","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"293",293,28,13,"ang-78ab","roller-coaster","3.2.1",2,"option_f:b perfect_knowledge:TRUE","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"294",294,28,13,"ang-78ab","roller-coaster","3.2.1",2,"option_f:c perfect_knowledge:TRUE","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"295",295,29,14,"ang-ivvi","roller-coaster","3.2.1",2,"option_f:a perfect_knowledge:TRUE","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"296",296,29,14,"ang-ivvi","roller-coaster","3.2.1",2,"option_f:b perfect_knowledge:TRUE","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"297",297,29,14,"ang-ivvi","roller-coaster","3.2.1",2,"option_f:c perfect_knowledge:TRUE","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"298",298,30,15,"nep-2829","roller-coaster","3.2.1",2,"option_f:a perfect_knowledge:TRUE","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"299",299,30,15,"nep-2829","roller-coaster","3.2.1",2,"option_f:b perfect_knowledge:TRUE","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"300",300,30,15,"nep-2829","roller-coaster","3.2.1",2,"option_f:c perfect_knowledge:TRUE","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"301",301,1,1,"her-nis","one-way","3.2.1",2,"option_f:a MK:1.5","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"302",302,2,2,"pol-nsea","one-way","3.2.1",2,"option_f:a MK:1.5","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"303",303,3,3,"lin-comb","one-way","3.2.1",2,"option_f:a MK:1.5","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"304",304,4,4,"smn-con","one-way","3.2.1",2,"option_f:a MK:1.5","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"305",305,5,5,"mut-comb","one-way","3.2.1",2,"option_f:a MK:1.5","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"306",306,6,6,"tur-nsea","one-way","3.2.1",2,"option_f:a MK:1.5","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"307",307,7,7,"lem-nsea","one-way","3.2.1",2,"option_f:a MK:1.5","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"308",308,8,8,"meg-4a6a","one-way","3.2.1",2,"option_f:a MK:1.5","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"309",309,9,9,"san-ns4","one-way","3.2.1",2,"option_f:a MK:1.5","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"310",310,10,10,"ple-celt","one-way","3.2.1",2,"option_f:a MK:1.5","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"311",311,11,11,"whg-7e-k","one-way","3.2.1",2,"option_f:a MK:1.5","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"312",312,12,12,"had-iris","one-way","3.2.1",2,"option_f:a MK:1.5","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"313",313,13,13,"ang-78ab","one-way","3.2.1",2,"option_f:a MK:1.5","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"314",314,14,14,"ang-ivvi","one-way","3.2.1",2,"option_f:a MK:1.5","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"315",315,15,15,"nep-2829","one-way","3.2.1",2,"option_f:a MK:1.5","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"316",316,16,1,"her-nis","roller-coaster","3.2.1",2,"option_f:a MK:1.5","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"317",317,17,2,"pol-nsea","roller-coaster","3.2.1",2,"option_f:a MK:1.5","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"318",318,18,3,"lin-comb","roller-coaster","3.2.1",2,"option_f:a MK:1.5","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"319",319,19,4,"smn-con","roller-coaster","3.2.1",2,"option_f:a MK:1.5","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"320",320,20,5,"mut-comb","roller-coaster","3.2.1",2,"option_f:a MK:1.5","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"321",321,21,6,"tur-nsea","roller-coaster","3.2.1",2,"option_f:a MK:1.5","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"322",322,22,7,"lem-nsea","roller-coaster","3.2.1",2,"option_f:a MK:1.5","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"323",323,23,8,"meg-4a6a","roller-coaster","3.2.1",2,"option_f:a MK:1.5","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"324",324,24,9,"san-ns4","roller-coaster","3.2.1",2,"option_f:a MK:1.5","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"325",325,25,10,"ple-celt","roller-coaster","3.2.1",2,"option_f:a MK:1.5","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"326",326,26,11,"whg-7e-k","roller-coaster","3.2.1",2,"option_f:a MK:1.5","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"327",327,27,12,"had-iris","roller-coaster","3.2.1",2,"option_f:a MK:1.5","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"328",328,28,13,"ang-78ab","roller-coaster","3.2.1",2,"option_f:a MK:1.5","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"329",329,29,14,"ang-ivvi","roller-coaster","3.2.1",2,"option_f:a MK:1.5","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"330",330,30,15,"nep-2829","roller-coaster","3.2.1",2,"option_f:a MK:1.5","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"331",331,1,1,"her-nis","one-way","3.2.2",1,"","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"332",332,2,2,"pol-nsea","one-way","3.2.2",1,"","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"333",333,3,3,"lin-comb","one-way","3.2.2",1,"","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"334",334,4,4,"smn-con","one-way","3.2.2",1,"","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"335",335,5,5,"mut-comb","one-way","3.2.2",1,"","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"336",336,6,6,"tur-nsea","one-way","3.2.2",1,"","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"337",337,7,7,"lem-nsea","one-way","3.2.2",1,"","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"338",338,8,8,"meg-4a6a","one-way","3.2.2",1,"","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"339",339,9,9,"san-ns4","one-way","3.2.2",1,"","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"340",340,10,10,"ple-celt","one-way","3.2.2",1,"","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"341",341,11,11,"whg-7e-k","one-way","3.2.2",1,"","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"342",342,12,12,"had-iris","one-way","3.2.2",1,"","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"343",343,13,13,"ang-78ab","one-way","3.2.2",1,"","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"344",344,14,14,"ang-ivvi","one-way","3.2.2",1,"","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"345",345,15,15,"nep-2829","one-way","3.2.2",1,"","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"346",346,16,1,"her-nis","roller-coaster","3.2.2",1,"","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"347",347,17,2,"pol-nsea","roller-coaster","3.2.2",1,"","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"348",348,18,3,"lin-comb","roller-coaster","3.2.2",1,"","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"349",349,19,4,"smn-con","roller-coaster","3.2.2",1,"","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"350",350,20,5,"mut-comb","roller-coaster","3.2.2",1,"","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"351",351,21,6,"tur-nsea","roller-coaster","3.2.2",1,"","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"352",352,22,7,"lem-nsea","roller-coaster","3.2.2",1,"","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"353",353,23,8,"meg-4a6a","roller-coaster","3.2.2",1,"","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"354",354,24,9,"san-ns4","roller-coaster","3.2.2",1,"","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"355",355,25,10,"ple-celt","roller-coaster","3.2.2",1,"","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"356",356,26,11,"whg-7e-k","roller-coaster","3.2.2",1,"","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"357",357,27,12,"had-iris","roller-coaster","3.2.2",1,"","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"358",358,28,13,"ang-78ab","roller-coaster","3.2.2",1,"","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"359",359,29,14,"ang-ivvi","roller-coaster","3.2.2",1,"","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"360",360,30,15,"nep-2829","roller-coaster","3.2.2",1,"","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"361",361,1,1,"her-nis","one-way","3.2.2",2,"","observation_error",FALSE,NA,NA,NA,NA,NA,NA
"362",362,2,2,"pol-nsea","one-way","3.2.2",2,"","observation_error",FALSE,NA,NA,NA,NA,NA,NA
"363",363,3,3,"lin-comb","one-way","3.2.2",2,"","observation_error",FALSE,NA,NA,NA,NA,NA,NA
"364",364,4,4,"smn-con","one-way","3.2.2",2,"","observation_error",FALSE,NA,NA,NA,NA,NA,NA
"365",365,5,5,"mut-comb","one-way","3.2.2",2,"","observation_error",FALSE,NA,NA,NA,NA,NA,NA
"366",366,6,6,"tur-nsea","one-way","3.2.2",2,"","observation_error",FALSE,NA,NA,NA,NA,NA,NA
"367",367,7,7,"lem-nsea","one-way","3.2.2",2,"","observation_error",FALSE,NA,NA,NA,NA,NA,NA
"368",368,8,8,"meg-4a6a","one-way","3.2.2",2,"","observation_error",FALSE,NA,NA,NA,NA,NA,NA
"369",369,9,9,"san-ns4","one-way","3.2.2",2,"","observation_error",FALSE,NA,NA,NA,NA,NA,NA
"370",370,10,10,"ple-celt","one-way","3.2.2",2,"","observation_error",FALSE,NA,NA,NA,NA,NA,NA
"371",371,11,11,"whg-7e-k","one-way","3.2.2",2,"","observation_error",FALSE,NA,NA,NA,NA,NA,NA
"372",372,12,12,"had-iris","one-way","3.2.2",2,"","observation_error",FALSE,NA,NA,NA,NA,NA,NA
"373",373,13,13,"ang-78ab","one-way","3.2.2",2,"","observation_error",FALSE,NA,NA,NA,NA,NA,NA
"374",374,14,14,"ang-ivvi","one-way","3.2.2",2,"","observation_error",FALSE,NA,NA,NA,NA,NA,NA
"375",375,15,15,"nep-2829","one-way","3.2.2",2,"","observation_error",FALSE,NA,NA,NA,NA,NA,NA
"376",376,16,1,"her-nis","roller-coaster","3.2.2",2,"","observation_error",FALSE,NA,NA,NA,NA,NA,NA
"377",377,17,2,"pol-nsea","roller-coaster","3.2.2",2,"","observation_error",FALSE,NA,NA,NA,NA,NA,NA
"378",378,18,3,"lin-comb","roller-coaster","3.2.2",2,"","observation_error",FALSE,NA,NA,NA,NA,NA,NA
"379",379,19,4,"smn-con","roller-coaster","3.2.2",2,"","observation_error",FALSE,NA,NA,NA,NA,NA,NA
"380",380,20,5,"mut-comb","roller-coaster","3.2.2",2,"","observation_error",FALSE,NA,NA,NA,NA,NA,NA
"381",381,21,6,"tur-nsea","roller-coaster","3.2.2",2,"","observation_error",FALSE,NA,NA,NA,NA,NA,NA
"382",382,22,7,"lem-nsea","roller-coaster","3.2.2",2,"","observation_error",FALSE,NA,NA,NA,NA,NA,NA
"383",383,23,8,"meg-4a6a","roller-coaster","3.2.2",2,"","observation_error",FALSE,NA,NA,NA,NA,NA,NA
"384",384,24,9,"san-ns4","roller-coaster","3.2.2",2,"","observation_error",FALSE,NA,NA,NA,NA,NA,NA
"385",385,25,10,"ple-celt","roller-coaster","3.2.2",2,"","observation_error",FALSE,NA,NA,NA,NA,NA,NA
"386",386,26,11,"whg-7e-k","roller-coaster","3.2.2",2,"","observation_error",FALSE,NA,NA,NA,NA,NA,NA
"387",387,27,12,"had-iris","roller-coaster","3.2.2",2,"","observation_error",FALSE,NA,NA,NA,NA,NA,NA
"388",388,28,13,"ang-78ab","roller-coaster","3.2.2",2,"","observation_error",FALSE,NA,NA,NA,NA,NA,NA
"389",389,29,14,"ang-ivvi","roller-coaster","3.2.2",2,"","observation_error",FALSE,NA,NA,NA,NA,NA,NA
