"","scenario","ssb_below_blim_total","ssb_below_blim_iter","collapse_total","collapse_iter","fmaxed_total","fmaxed_iter","yield","rel_yield","stk_pos","stk_pos2","stock","fhist","catch_rule","TAC","options","uncertainty","perfect_knowledge","HCRmult","w","b_w","b_z","upper_constraint","lower_constraint"
"122",122,0.06928,0.714,0.02958,0.06,0.00388,0.058,71.5183053673394,0.958257778010412,21,6,"tur-nsea","roller-coaster","3.2.1",2,"option_r:b","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"123",123,0.01078,0.41,0.00214,0.016,7e-04,0.016,54.4208809559644,0.729173212289883,21,6,"tur-nsea","roller-coaster","3.2.1",2,"option_f:a","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"124",124,0.546,0.932,0.467,0.776,0.055,0.77,18.461640682324,0.247363394417752,21,6,"tur-nsea","roller-coaster","3.2.1",2,"option_f:b","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"125",125,0.0068,0.42,0,0,0,0,42.3687391463748,0.564826093868764,21,6,"tur-nsea","roller-coaster","3.2.1",2,"option_f:c","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"126",126,0.00576,0.404,0,0,0,0,41.9305694598415,0.561818322105382,21,6,"tur-nsea","roller-coaster","3.2.1",2,"option_b:a","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"127",127,0.47096,1,0.26452,0.968,0.03214,0.954,30.1949107892592,0.215553861563301,22,7,"lem-nsea","roller-coaster","3.2.1",2,"option_r:a","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"128",128,0.22476,0.988,0.11002,0.224,0.01656,0.224,123.540229707651,0.881922578203941,22,7,"lem-nsea","roller-coaster","3.2.1",2,"option_r:b","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"129",129,0.70242,1,0.62846,1,0.08004,1,52.07260807701,0.371733231173002,22,7,"lem-nsea","roller-coaster","3.2.1",2,"option_f:a","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"130",130,0.78034,0.992,0.65506,0.94,0.07692,0.94,22.1488667437738,0.158115180044503,22,7,"lem-nsea","roller-coaster","3.2.1",2,"option_f:b","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"131",131,0.7304,1,0.6152,0.9,0.0754,0.94,7.36059944046089,0.0523136795237365,22,7,"lem-nsea","roller-coaster","3.2.1",2,"option_f:c","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"132",132,0.0193,0.772,0.0012,0.006,0.00014,0.006,90.5300343337159,0.646271109204011,22,7,"lem-nsea","roller-coaster","3.2.1",2,"option_b:a","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"133",133,0.19166,0.982,0,0,0,0,23.7934863348889,0.674765925142331,23,8,"meg-4a6a","roller-coaster","3.2.1",2,"option_r:a","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"134",134,0.02728,0.94,0,0,0,0,22.6253958743504,0.641639731310893,23,8,"meg-4a6a","roller-coaster","3.2.1",2,"option_r:b","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"135",135,0.22114,0.98,0.11432,0.446,0.0177,0.44,19.3500142887903,0.548752297554123,23,8,"meg-4a6a","roller-coaster","3.2.1",2,"option_f:a","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"136",136,0.56676,1,0.51654,0.816,0.03242,0.812,10.8990419832201,0.309088884388869,23,8,"meg-4a6a","roller-coaster","3.2.1",2,"option_f:b","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"137",137,0.2444,0.98,0.2136,0.34,0.0134,0.34,5.8901420392046,0.165454854110745,23,8,"meg-4a6a","roller-coaster","3.2.1",2,"option_f:c","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"138",138,0.0225,0.94,0,0,0,0,9.87361401656183,0.280008494871743,23,8,"meg-4a6a","roller-coaster","3.2.1",2,"option_b:a","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"139",139,0.09688,1,0.03048,0.912,0.03302,0.99,67.3729099624853,0.130634587833061,24,9,"san-ns4","roller-coaster","3.2.1",2,"option_r:a","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"140",140,0.48622,1,0.41598,0.986,0.19304,0.986,54.0659239446048,0.104832635168198,24,9,"san-ns4","roller-coaster","3.2.1",2,"option_r:b","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"141",141,0.54028,1,0.46846,1,0.21326,1,76.2749963857063,0.147895537247289,24,9,"san-ns4","roller-coaster","3.2.1",2,"option_f:a","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"142",142,0.5339,0.996,0.46786,0.996,0.21364,0.996,27.0438372500965,0.0524374045081013,24,9,"san-ns4","roller-coaster","3.2.1",2,"option_f:b","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"143",143,0.0022,0.06,0,0,0.001,0.06,0.635705686230479,0.00122750523395207,24,9,"san-ns4","roller-coaster","3.2.1",2,"option_f:c","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"144",144,0.08638,0.914,0.02338,0.772,0.02456,0.81,127.114362020006,0.246471946950077,24,9,"san-ns4","roller-coaster","3.2.1",2,"option_b:a","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"145",145,0.6436,1,0.33122,0.782,0.01606,0.726,36.3211215688888,0.377549127992909,25,10,"ple-celt","roller-coaster","3.2.1",2,"option_r:a","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"146",146,0.15116,0.984,0.04982,0.098,0.00286,0.09,84.926806062698,0.882793267035546,25,10,"ple-celt","roller-coaster","3.2.1",2,"option_r:b","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"147",147,0.64234,1,0.56482,0.996,0.03296,0.98,40.3472411829962,0.419399651430583,25,10,"ple-celt","roller-coaster","3.2.1",2,"option_f:a","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"148",148,0.80308,0.998,0.67218,0.952,0.03196,0.932,17.1604782507077,0.178378951960712,25,10,"ple-celt","roller-coaster","3.2.1",2,"option_f:b","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"149",149,0.8574,1,0.704,1,0.0338,0.98,7.38743721123484,0.0763906925924615,25,10,"ple-celt","roller-coaster","3.2.1",2,"option_f:c","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"150",150,0.01976,0.834,0,0,0,0,56.9501209939585,0.591982504713648,25,10,"ple-celt","roller-coaster","3.2.1",2,"option_b:a","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"151",151,0.36832,1,0.23336,0.994,0.03108,0.982,21.1553886672804,0.110924549700462,26,11,"whg-7e-k","roller-coaster","3.2.1",2,"option_r:a","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"152",152,0.45278,0.996,0.29964,0.61,0.03994,0.61,114.988913515929,0.602924089597431,26,11,"whg-7e-k","roller-coaster","3.2.1",2,"option_r:b","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"153",153,0.64058,1,0.52328,0.998,0.06752,0.998,79.3954399591148,0.416295987951096,26,11,"whg-7e-k","roller-coaster","3.2.1",2,"option_f:a","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"154",154,0.6215,0.99,0.51566,0.946,0.06578,0.95,23.5019195506538,0.123228170574089,26,11,"whg-7e-k","roller-coaster","3.2.1",2,"option_f:b","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"155",155,0.6278,1,0.537,1,0.0708,1,7.24470657588409,0.0378194304559913,26,11,"whg-7e-k","roller-coaster","3.2.1",2,"option_f:c","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"156",156,0.03556,0.876,0.00818,0.046,0.0012,0.046,129.335549711156,0.678148146441785,26,11,"whg-7e-k","roller-coaster","3.2.1",2,"option_b:a","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"157",157,0.61466,1,0.22864,0.712,0.01366,0.644,21.003564455442,0.431136400726832,27,12,"had-iris","roller-coaster","3.2.1",2,"option_r:a","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"158",158,0.02236,0.926,0,0,0,0,41.6203900054375,0.854334281300624,27,12,"had-iris","roller-coaster","3.2.1",2,"option_r:b","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"159",159,0.23904,0.962,0.17132,0.478,0.02054,0.478,29.0894261612478,0.597113433816224,27,12,"had-iris","roller-coaster","3.2.1",2,"option_f:a","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"160",160,0.66616,0.998,0.6374,0.858,0.03986,0.85,10.4775823504819,0.215071453823416,27,12,"had-iris","roller-coaster","3.2.1",2,"option_f:b","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"161",161,0.4414,1,0.4144,0.52,0.0244,0.52,6.24384206648713,0.127352470674571,27,12,"had-iris","roller-coaster","3.2.1",2,"option_f:c","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"162",162,0.01892,0.914,0,0,0,0,18.7865194377591,0.385627515261179,27,12,"had-iris","roller-coaster","3.2.1",2,"option_b:a","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"163",163,0.26966,0.968,0,0,0,0,58.416929342721,0.818324362579295,28,13,"ang-78ab","roller-coaster","3.2.1",2,"option_r:a","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"164",164,0.02796,0.832,0,0,0,0,55.2925227307655,0.774556604192564,28,13,"ang-78ab","roller-coaster","3.2.1",2,"option_r:b","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"165",165,0.9389,1,0.8165,0.986,0.05656,0.986,12.9344297557853,0.181189923953929,28,13,"ang-78ab","roller-coaster","3.2.1",2,"option_f:a","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"166",166,0.55306,0.938,0.52132,0.668,0.03832,0.586,3.42513233861683,0.0479804274083708,28,13,"ang-78ab","roller-coaster","3.2.1",2,"option_f:b","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"167",167,0.0402,0.76,0.0222,0.1,0.0016,0.04,0.514763483710201,0.00715917736960848,28,13,"ang-78ab","roller-coaster","3.2.1",2,"option_f:c","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"168",168,0.01408,0.752,0,0,0,0,29.5985194953702,0.41462620291523,28,13,"ang-78ab","roller-coaster","3.2.1",2,"option_b:a","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"169",169,0.406,0.986,0,0,0,0,58.0860554653045,0.829496204682752,29,14,"ang-ivvi","roller-coaster","3.2.1",2,"option_r:a","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"170",170,0.03106,0.862,0,0,0,0,56.2307612856109,0.803001730780231,29,14,"ang-ivvi","roller-coaster","3.2.1",2,"option_r:b","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"171",171,0.95046,1,0.84942,0.992,0.0496,0.992,11.1433965261452,0.159132945965553,29,14,"ang-ivvi","roller-coaster","3.2.1",2,"option_f:a","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"172",172,0.9924,1,0.96858,0.992,0.05016,0.99,4.72768462459995,0.0675135610712122,29,14,"ang-ivvi","roller-coaster","3.2.1",2,"option_f:b","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"173",173,0.426,0.68,0.4154,0.44,0.03,0.44,1.88995776873187,0.0268048329206422,29,14,"ang-ivvi","roller-coaster","3.2.1",2,"option_f:c","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"174",174,0.01534,0.792,0,0,0,0,32.0406596179066,0.457555696211126,29,14,"ang-ivvi","roller-coaster","3.2.1",2,"option_b:a","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"175",175,0.62742,1,0.16086,0.38,0.011,0.368,38.6457924541946,0.641798351210622,30,15,"nep-2829","roller-coaster","3.2.1",2,"option_r:a","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"176",176,0.02608,0.898,0,0,0,0,51.8071742438363,0.860372032737723,30,15,"nep-2829","roller-coaster","3.2.1",2,"option_r:b","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"177",177,0.12424,0.912,0.06774,0.238,0.01038,0.236,41.043952608598,0.681625073223359,30,15,"nep-2829","roller-coaster","3.2.1",2,"option_f:a","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"178",178,0.6825,0.99,0.65364,0.896,0.04332,0.896,14.2273919361219,0.236277123763296,30,15,"nep-2829","roller-coaster","3.2.1",2,"option_f:b","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"179",179,0.3478,0.9,0.3268,0.42,0.0206,0.42,7.61940718381212,0.125756168264237,30,15,"nep-2829","roller-coaster","3.2.1",2,"option_f:c","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"180",180,0.01642,0.842,0,0,0,0,27.7882618894797,0.461485184572566,30,15,"nep-2829","roller-coaster","3.2.1",2,"option_b:a","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"181",181,0.69412,1,0.42312,1,0.05556,0.994,178.346123197975,0.433493639539808,1,1,"her-nis","one-way","3.2.2",2,"","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"182",182,0.02732,1,0,0,0,0,48.8492106421555,0.793535906095982,2,2,"pol-nsea","one-way","3.2.2",2,"","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"183",183,0.0224,0.968,0,0,0,0,41.1832186648483,0.742972020574626,3,3,"lin-comb","one-way","3.2.2",2,"","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"184",184,0.01568,0.878,0,0,0,0,50.435788612234,0.719294590089492,4,4,"smn-con","one-way","3.2.2",2,"","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"185",185,0.07186,1,0,0,0,0,85.4515218644865,0.861557788860862,5,5,"mut-comb","one-way","3.2.2",2,"","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"186",186,0.03522,1,0,0,0,0,76.255643437485,0.883859131409427,6,6,"tur-nsea","one-way","3.2.2",2,"","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"187",187,0.1214,1,8e-05,0.004,2e-05,0.002,145.544489872113,0.912998444876362,7,7,"lem-nsea","one-way","3.2.2",2,"","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"188",188,0.01846,0.876,0,0,0,0,25.1812525681755,0.683813391065876,8,8,"meg-4a6a","one-way","3.2.2",2,"","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"189",189,0.59738,1,0.11432,1,0.2055,1,269.880528991459,0.468058563661053,9,9,"san-ns4","one-way","3.2.2",2,"","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"190",190,0.0677,1,0,0,0,0,92.6749281197912,0.873040933859836,10,10,"ple-celt","one-way","3.2.2",2,"","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"191",191,0.36666,1,0.06368,0.4,0.00992,0.376,187.20979065869,0.830632990552075,11,11,"whg-7e-k","one-way","3.2.2",2,"","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"192",192,0.03184,1,0,0,0,0,44.2207624797338,0.799137953176589,12,12,"had-iris","one-way","3.2.2",2,"","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"193",193,0.02664,0.996,0,0,0,0,58.9279219278742,0.795297239020515,13,13,"ang-78ab","one-way","3.2.2",2,"","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"194",194,0.02596,0.994,0,0,0,0,59.320798183798,0.804856470192042,14,14,"ang-ivvi","one-way","3.2.2",2,"","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"195",195,0.02822,1,0,0,0,0,54.2730927866858,0.814529015294653,15,15,"nep-2829","one-way","3.2.2",2,"","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"196",196,0.69564,1,0.42594,1,0.05782,0.998,183.64151239386,0.497493464160579,16,1,"her-nis","roller-coaster","3.2.2",2,"","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"197",197,0.01884,0.916,0,0,0,0,48.9999833972717,0.858697886813417,17,2,"pol-nsea","roller-coaster","3.2.2",2,"","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"198",198,0.02192,0.928,0,0,0,0,40.8798347418837,0.750078948871968,18,3,"lin-comb","roller-coaster","3.2.2",2,"","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"199",199,0.0024,0.114,0,0,0,0,51.3116493421353,0.706312449724031,19,4,"smn-con","roller-coaster","3.2.2",2,"","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"200",200,0.06094,0.926,0,0,0,0,86.5973815805225,0.959917455553485,20,5,"mut-comb","roller-coaster","3.2.2",2,"","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"201",201,0.01344,0.55,0,0,0,0,77.432192635533,1.0374966308316,21,6,"tur-nsea","roller-coaster","3.2.2",2,"","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"202",202,0.11802,0.994,0.00012,0.004,2e-05,0.002,147.144217158539,1.0504254984093,22,7,"lem-nsea","roller-coaster","3.2.2",2,"","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"203",203,0.02026,0.94,0,0,0,0,25.092006721576,0.711591016585709,23,8,"meg-4a6a","roller-coaster","3.2.2",2,"","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"204",204,0.61372,1,0.14014,1,0.21602,1,267.884465826912,0.519422076316198,24,9,"san-ns4","roller-coaster","3.2.2",2,"","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"205",205,0.0629,0.948,0,0,0,0,93.6808469857672,0.973789369968391,25,10,"ple-celt","roller-coaster","3.2.2",2,"","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"206",206,0.3827,1,0.07494,0.43,0.01152,0.412,187.596803397579,0.983630755709377,26,11,"whg-7e-k","roller-coaster","3.2.2",2,"","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"207",207,0.0167,0.914,0,0,0,0,44.6878798446155,0.917300095095465,27,12,"had-iris","roller-coaster","3.2.2",2,"","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"208",208,0.0125,0.746,0,0,0,0,59.263509091709,0.830183541780563,28,13,"ang-78ab","roller-coaster","3.2.2",2,"","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"209",209,0.01334,0.766,0,0,0,0,59.7598519337878,0.853398805864676,29,14,"ang-ivvi","roller-coaster","3.2.2",2,"","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"210",210,0.01392,0.818,0,0,0,0,54.7929715650561,0.909957761897741,30,15,"nep-2829","roller-coaster","3.2.2",2,"","perfect_knowledge",FALSE,NA,NA,NA,NA,NA,NA
"211",211,0.43382,1,0.35984,0.996,0.03872,0.986,35.6446605364505,0.086639021634098,1,1,"her-nis","one-way","3.2.1",2,"option_f:a perfect_knowledge:TRUE","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"212",212,0.30906,0.964,0.25402,0.718,0.02804,0.714,32.4967608901761,0.0789876387495103,1,1,"her-nis","one-way","3.2.1",2,"option_f:b perfect_knowledge:TRUE","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"213",213,0.4176,1,0.3654,1,0.0384,1,6.01130580795023,0.0145451187551661,1,1,"her-nis","one-way","3.2.1",2,"option_f:c perfect_knowledge:TRUE","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"214",214,0.81258,1,0.6616,0.95,0.04008,0.946,14.7766555918826,0.240040865144579,2,2,"pol-nsea","one-way","3.2.1",2,"option_f:a perfect_knowledge:TRUE","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"215",215,0.4739,1,0.4101,0.492,0.02294,0.492,7.07060817666593,0.114859204322092,2,2,"pol-nsea","one-way","3.2.1",2,"option_f:b perfect_knowledge:TRUE","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"216",216,0.9422,1,0.9188,0.94,0.0422,0.94,2.74510157030912,0.0442989616910406,2,2,"pol-nsea","one-way","3.2.1",2,"option_f:c perfect_knowledge:TRUE","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"217",217,0.8982,1,0.71666,0.848,0.06584,0.846,11.3729862529753,0.20517606079082,3,3,"lin-comb","one-way","3.2.1",2,"option_f:a perfect_knowledge:TRUE","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"218",218,0.2194,0.986,0.06738,0.61,0.00966,0.504,2.49773828695714,0.0450608214241184,3,3,"lin-comb","one-way","3.2.1",2,"option_f:b perfect_knowledge:TRUE","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"219",219,0.0326,0.98,0.004,0.12,0.0016,0.1,0.416317358373515,0.0074466210080493,3,3,"lin-comb","one-way","3.2.1",2,"option_f:c perfect_knowledge:TRUE","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"220",220,0.95404,1,0.60242,0.988,0.13598,0.978,18.6808905403666,0.266419220824481,4,4,"smn-con","one-way","3.2.1",2,"option_f:a perfect_knowledge:TRUE","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"221",221,0.0056,0.536,6e-05,0.002,2e-05,0.002,0.0108107117984347,0.000154177950332366,4,4,"smn-con","one-way","3.2.1",2,"option_f:b perfect_knowledge:TRUE","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"222",222,0.0056,0.56,0,0,0,0,1.8807548884397e-31,2.65266177107769e-33,4,4,"smn-con","one-way","3.2.1",2,"option_f:c perfect_knowledge:TRUE","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"223",223,0.76868,1,0.6121,0.996,0.02424,0.928,9.61703967769315,0.0969629944477793,5,5,"mut-comb","one-way","3.2.1",2,"option_f:a perfect_knowledge:TRUE","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"224",224,0.11362,1,0.08558,0.184,0.0048,0.176,12.5081127132044,0.126111995396649,5,5,"mut-comb","one-way","3.2.1",2,"option_f:b perfect_knowledge:TRUE","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"225",225,0.7034,1,0.5556,0.88,0.0228,0.82,13.146247003434,0.131861026806572,5,5,"mut-comb","one-way","3.2.1",2,"option_f:c perfect_knowledge:TRUE","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"226",226,0.75562,1,0.60608,0.988,0.06684,0.988,12.7207618649076,0.14744300914595,6,6,"tur-nsea","one-way","3.2.1",2,"option_f:a perfect_knowledge:TRUE","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"227",227,0.02138,1,0.00164,0.006,0.00028,0.006,1.44642410560964,0.0167651218454653,6,6,"tur-nsea","one-way","3.2.1",2,"option_f:b perfect_knowledge:TRUE","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"228",228,0.2824,1,0.21,0.32,0.0218,0.32,7.00123851161763,0.080752136150295,6,6,"tur-nsea","one-way","3.2.1",2,"option_f:c perfect_knowledge:TRUE","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"229",229,0.79786,1,0.63534,0.988,0.07636,0.988,24.1442560501054,0.151456563184304,7,7,"lem-nsea","one-way","3.2.1",2,"option_f:a perfect_knowledge:TRUE","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"230",230,0.40244,1,0.32746,0.474,0.03804,0.476,14.223946531797,0.0892266074445423,7,7,"lem-nsea","one-way","3.2.1",2,"option_f:b perfect_knowledge:TRUE","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"231",231,0.7866,1,0.6732,0.96,0.0802,0.96,5.10932282125292,0.0319027850324941,7,7,"lem-nsea","one-way","3.2.1",2,"option_f:c perfect_knowledge:TRUE","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"232",232,0.79288,1,0.6307,0.908,0.03138,0.884,8.23935140825608,0.223744978984229,8,8,"meg-4a6a","one-way","3.2.1",2,"option_f:a perfect_knowledge:TRUE","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"233",233,0.01432,0.876,0,0,0,0,0.168655219388925,0.00457994284355237,8,8,"meg-4a6a","one-way","3.2.1",2,"option_f:b perfect_knowledge:TRUE","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"234",234,0.0492,0.92,0.029,0.06,0.0014,0.04,1.49241725403252,0.0401805883577938,8,8,"meg-4a6a","one-way","3.2.1",2,"option_f:c perfect_knowledge:TRUE","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"235",235,0.51754,0.998,0.4536,0.998,0.20912,0.998,52.2480858132974,0.0906147771801104,9,9,"san-ns4","one-way","3.2.1",2,"option_f:a perfect_knowledge:TRUE","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"236",236,0.53074,1,0.47076,1,0.21466,1,12.6203764664094,0.0218877416010856,9,9,"san-ns4","one-way","3.2.1",2,"option_f:b perfect_knowledge:TRUE","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"237",237,0.0018,0.18,0,0,0,0,1.45539968418308e-33,2.51290811734422e-36,9,9,"san-ns4","one-way","3.2.1",2,"option_f:c perfect_knowledge:TRUE","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"238",238,0.81718,1,0.64558,0.976,0.03288,0.958,13.6398807648694,0.128494021870791,10,10,"ple-celt","one-way","3.2.1",2,"option_f:a perfect_knowledge:TRUE","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"239",239,0.41022,1,0.34258,0.486,0.01798,0.48,11.5333484854001,0.108649507871313,10,10,"ple-celt","one-way","3.2.1",2,"option_f:b perfect_knowledge:TRUE","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"240",240,0.8204,1,0.689,0.98,0.036,0.96,4.31984624256226,0.0404887790786835,10,10,"ple-celt","one-way","3.2.1",2,"option_f:c perfect_knowledge:TRUE","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"241",241,0.64518,1,0.5229,0.996,0.069,0.996,23.2140436253938,0.102998622088744,11,11,"whg-7e-k","one-way","3.2.1",2,"option_f:a perfect_knowledge:TRUE","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"242",242,0.53784,1,0.42958,0.79,0.05648,0.798,23.8067367293496,0.105628348043173,11,11,"whg-7e-k","one-way","3.2.1",2,"option_f:b perfect_knowledge:TRUE","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"243",243,0.6406,1,0.55,1,0.0742,1,6.09182323617548,0.0269073837144828,11,11,"whg-7e-k","one-way","3.2.1",2,"option_f:c perfect_knowledge:TRUE","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"244",244,0.85502,1,0.68178,0.974,0.04576,0.97,8.89529966324323,0.160751899495954,12,12,"had-iris","one-way","3.2.1",2,"option_f:a perfect_knowledge:TRUE","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"245",245,0.16798,1,0.13218,0.28,0.01316,0.28,7.32439125069334,0.132363141296491,12,12,"had-iris","one-way","3.2.1",2,"option_f:b perfect_knowledge:TRUE","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"246",246,0.3874,1,0.341,0.44,0.0194,0.44,5.72587852335954,0.102869351043583,12,12,"had-iris","one-way","3.2.1",2,"option_f:c perfect_knowledge:TRUE","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
